,Ouverture,Cloture,+ haut,+ bas ,Volume,Capital,Valorisation,limite hausse,limite baisse,Rendement,PER,Dividende net par action 2022,Dividende net par action ESTIM. 2023,Dividende net par action ESTIM. 2024,Rendement 2022,Rendement 2023,Rendement 2024,Bénéfice net par action 2022,Bénéfice net par action 2023,Bénéfice net par action 2024,PER 2022,PER 2023,PER 2024
0,9.6000,9.5560,9.6160,9.4850,4471306,0.17%,25393EUR,9.8320,9.2600,7.54%,8.49,0.70EUR,0.72EUR,0.75EUR,7.33%,7.54%,7.86%,1.11EUR,1.13EUR,1.21EUR,8.60,8.49,7.89
